Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2013:Q2,RemainingTop1,12677957,13184029,2078906,348331,4081523,926858,814674,1824650,3109088,506072,348534,37462,120076
2013:Q2,Next9,28260965,30735544,5956024,991644,5828847,6452548,2964581,2836397,5705504,2474579,2027024,230023,217532
2013:Q2,Next40,21625270,26943827,8115214,1926679,2225633,6055306,2952533,1213850,4454612,5318557,4244641,962994,110922
2013:Q2,Bottom50,542245,5255039,2577841,1122851,123998,239197,337685,120396,733071,4712793,2797287,1717273,198233
2013:Q3,TopPt1,8993834,9065699,732453,361978,3788327,29736,105655,2062153,1985398,71865,31049,12733,28083
2013:Q3,RemainingTop1,13062791,13565358,2148662,357653,4275017,947963,840601,1869169,3126294,502567,348577,34316,119674
2013:Q3,Next9,29098708,31595007,6061048,1002703,6114517,6654438,3066355,2985030,5710915,2496299,2041463,237463,217373
2013:Q3,Next40,22289259,27654140,8363414,1921241,2330006,6209121,3114620,1235832,4479906,5364881,4278413,984780,101688
2013:Q3,Bottom50,642737,5354438,2647486,1122887,131580,248108,347314,114062,743001,4711701,2756311,1761005,194385
2013:Q4,TopPt1,9276314,9352586,746963,368663,4038292,33119,115995,2102774,1946780,76272,32127,13270,30875
2013:Q4,RemainingTop1,13464774,13989827,2185315,356295,4571639,934824,869154,1950843,3121757,525053,357770,38762,128521
2013:Q4,Next9,29955904,32487205,6170801,996947,6435330,6904251,3270715,2976065,5733096,2531301,2026168,244045,261088
2013:Q4,Next40,22759468,28216783,8548451,1933342,2404002,6343075,3239587,1246358,4501967,5457315,4302363,1016885,138067
2013:Q4,Bottom50,641208,5374953,2636252,1122087,139027,250639,361586,115449,749913,4733745,2716399,1777507,239839
2014:Q1,TopPt1,9601331,9679507,759711,384654,4295073,37508,123732,2095375,1983455,78176,33660,13140,31376
2014:Q1,RemainingTop1,13886514,14420236,2239072,352875,4875005,906062,873545,2001717,3171960,533722,362838,41573,129311
2014:Q1,Next9,30664102,33189689,6293906,979720,6766380,7016481,3347870,2918775,5866558,2525587,2017153,239902,268532
2014:Q1,Next40,23056953,28543788,8673769,1941296,2481755,6372795,3246436,1241208,4586529,5486835,4321129,1019990,145716
2014:Q1,Bottom50,683859,5369725,2614595,1120523,146777,248431,362239,116739,760420,4685866,2657143,1782210,246513
2014:Q2,TopPt1,9979806,10061047,779728,392211,4556530,41873,132476,2181197,1977031,81241,35462,14040,31739
2014:Q2,RemainingTop1,14356249,14899057,2292621,351605,5182951,877686,886770,2108585,3198839,542808,367099,45965,129744
2014:Q2,Next9,31426879,33963143,6423180,975321,7104437,7134077,3469702,2958826,5897600,2536264,2016808,248360,271096
2014:Q2,Next40,23394117,28952519,8849825,1956717,2562222,6406058,3297931,1266809,4612957,5558402,4350809,1056913,150680
2014:Q2,Bottom50,780330,5433766,2660962,1121690,154730,246372,368127,118184,763701,4653436,2604535,1798724,250177
2014:Q3,TopPt1,10039249,10121033,794029,408209,4467130,46358,138983,2269920,1996404,81783,37159,14846,29778
2014:Q3,RemainingTop1,14456296,15000364,2351539,349501,5125629,847478,878375,2216684,3231158,544068,373048,50126,120894
2014:Q3,Next9,31676959,34186150,6554449,967872,6955192,7237561,3474213,3002856,5994007,2509191,2016679,255097,237415
2014:Q3,Next40,23546605,29153531,9038392,1979512,2509525,6428158,3244954,1293616,4659374,5606926,4387117,1091589,128220
2014:Q3,Bottom50,813196,5426852,2657289,1128435,147625,243794,362098,119669,767942,4613656,2563707,1831286,218663
2014:Q4,TopPt1,10301803,10385840,801911,425948,4642347,50775,146779,2340713,1977367,84037,38845,15609,29583
2014:Q4,RemainingTop1,14804601,15357881,2400206,346349,5342800,818340,885185,2312987,3252014,553280,379242,54537,119501
2014:Q4,Next9,32236654,34748630,6656159,953725,7174016,7352181,3567607,3029368,6015574,2511976,2016579,263087,232310
2014:Q4,Next40,23762064,29441747,9168766,1994599,2558358,6458265,3268616,1314699,4678445,5679683,4424391,1127227,128065
2014:Q4,Bottom50,811958,5401048,2618672,1131140,151924,241572,364644,121133,771962,4589090,2524790,1849080,215220
2015:Q1,TopPt1,10546893,10632042,817719,440558,4753536,55262,154847,2399004,2011116,85149,40044,15194,29911
2015:Q1,RemainingTop1,15115903,15680830,2453615,343833,5492719,788139,891010,2400721,3310793,564927,387154,57003,120770
2015:Q1,Next9,32826150,35318617,6780681,943254,7304070,7459363,3646020,3043969,6141260,2492467,2000927,257528,234012
2015:Q1,Next40,24093313,29795167,9317873,2010764,2583180,6482327,3287752,1331806,4781465,5701854,4443162,1125104,133588
2015:Q1,Bottom50,860293,5407033,2602768,1133931,153512,239063,367008,122576,788175,4546740,2476608,1852237,217895
2015:Q2,TopPt1,10670581,10758331,839259,459007,4774364,59823,161016,2493175,1971686,87750,41558,15859,30333
2015:Q2,RemainingTop1,15279403,15860327,2517583,342345,5547517,756841,885542,2510782,3299716,580923,396145,61527,123251
2015:Q2,Next9,33139774,35643649,6935958,941173,7308705,7558924,3680611,3096129,6122148,2503875,2000097,266039,237739
2015:Q2,Next40,24209125,30002297,9496661,2044955,2573683,6500211,3255910,1361044,4769833,5793172,4489889,1161899,141384
2015:Q2,Bottom50,888528,5437772,2627087,1147605,151307,236262,363011,124154,788346,4549244,2454520,1872429,222295
2015:Q3,TopPt1,10403326,10493198,854542,454096,4354871,64541,163429,2545398,2056321,89872,43184,16595,30093
2015:Q3,RemainingTop1,15030500,15624185,2564230,343658,5138705,723192,849082,2593477,3411841,593685,404624,65740,123321
2015:Q3,Next9,32770638,35278343,7021751,951676,6699796,7640381,3557035,3106239,6301465,2507705,2002207,273734,231764
2015:Q3,Next40,24123128,30003124,9738130,2064918,2393381,6503924,3080105,1376483,4846184,5879996,4539472,1198644,141880
2015:Q3,Bottom50,891016,5449089,2675833,1149348,130711,232798,342314,125609,792475,4558073,2432975,1908390,216708
2015:Q4,TopPt1,10607666,10698473,863351,455785,4551259,69042,171445,2558580,2029011,90807,45233,15544,30030
2015:Q4,RemainingTop1,15332614,15938271,2605791,343700,5375864,692859,861718,2650039,3408300,605657,410809,67342,127506
2015:Q4,Next9,33315183,35823166,7093517,955414,6950144,7751725,3690621,3077533,6304213,2507984,2015988,262714,229282
2015:Q4,Next40,24486935,30411014,9932150,2084001,2452757,6530088,3138361,1378990,4894667,5924079,4599124,1176558,148397
2015:Q4,Bottom50,978547,5484443,2685496,1151726,136046,230356,348621,126909,805289,4505897,2412618,1878065,215214
2016:Q1,TopPt1,10756436,10848247,875666,472695,4625787,73620,178732,2536946,2084801,91811,46474,15272,30065
2016:Q1,RemainingTop1,15538557,16158908,2654839,341815,5484311,661375,864959,2682458,3469152,620351,419957,69766,130628
2016:Q1,Next9,33786719,36277191,7198696,950264,7031051,7855070,3766312,3014499,6461299,2490472,2003578,259362,227532
2016:Q1,Next40,24761792,30722724,10070632,2111186,2465096,6549834,3152606,1369802,5003568,5960932,4628045,1179677,153210
2016:Q1,Bottom50,1009098,5484785,2661558,1161284,136327,227607,350162,128015,819833,4475687,2376059,1888146,211482
2016:Q2,TopPt1,11046539,11140596,896952,500313,4773800,79449,185721,2621723,2082638,94057,47933,15753,30371
2016:Q2,RemainingTop1,15882297,16520906,2735974,338326,5670055,643535,870283,2784549,3478184,638609,430628,73984,133997
2016:Q2,Next9,34416507,36916035,7411348,937158,7215131,7934810,3866393,3060510,6490684,2499528,2002623,266697,230208
2016:Q2,Next40,25070333,31124548,10299722,2141496,2506659,6586544,3179173,1396717,5014237,6054214,4681327,1212540,160347
2016:Q2,Bottom50,1012518,5494506,2652019,1174431,139681,225114,352706,129636,820919,4481988,2363348,1907847,210793
2016:Q3,TopPt1,11250588,11347350,910574,484517,4932217,85263,193993,2679420,2061366,96763,49772,16442,30549
2016:Q3,RemainingTop1,16190688,16845612,2772929,341187,5866693,626083,883808,2868308,3486604,654924,439265,77973,137686
2016:Q3,Next9,34905522,37424862,7462390,955481,7414439,8019029,4002245,3079849,6491428,2519340,2012509,274257,232574
2016:Q3,Next40,25484401,31645117,10583607,2157659,2552801,6626515,3243747,1414691,5066098,6160717,4744350,1248333,168034
2016:Q3,Bottom50,1129438,5636078,2773135,1172347,143477,222756,359879,131143,833342,4506641,2352436,1944615,209590
2016:Q4,TopPt1,11203559,11302259,927705,472001,4939554,82064,188049,2686167,2006718,98699,49564,17067,32068
2016:Q4,RemainingTop1,16284307,16941010,2814784,340474,5990453,632224,873963,2838947,3450165,656703,446872,76476,133355
2016:Q4,Next9,35158438,37688729,7580111,977091,7506514,8055466,4028173,3098110,6443263,2530291,2038035,278781,213475
2016:Q4,Next40,25765323,31978548,10806175,2167513,2562073,6667908,3252384,1409588,5112907,6213225,4768277,1277174,167774
2016:Q4,Bottom50,1133975,5668864,2774175,1179648,141537,225119,366766,135613,846005,4534889,2342618,1986938,205333
2017:Q1,TopPt1,11494861,11595596,946802,471558,5199188,78697,184071,2701642,2013638,100735,49529,16538,34668
2017:Q1,RemainingTop1,16731221,17389257,2862732,338521,6385256,640592,888998,2814974,3458183,658036,452943,72543,132550
2017:Q1,Next9,36098730,38643511,7725659,993748,7953007,8110594,4207938,3125487,6527078,2544781,2067389,268910,208482
2017:Q1,Next40,26345131,32579035,10985559,2186933,2668772,6723604,3381037,1407398,5225732,6233905,4793036,1264091,176778
2017:Q1,Bottom50,1210555,5761606,2798215,1194442,150009,228144,386974,140184,863637,4551051,2329690,2008336,213025
2017:Q2,TopPt1,11763942,11867486,969292,461790,5318281,75355,178841,2874702,1989224,103544,49573,16895,37076
2017:Q2,RemainingTop1,17098189,17764348,2912011,337004,6634332,648361,893749,2893905,3444986,666159,459417,70483,136259
2017:Q2,Next9,36862380,39438605,7879900,1011423,8206272,8160968,4333996,3312223,6533822,2576224,2100573,270209,205442
2017:Q2,Next40,26738665,33040153,11191951,2194762,2720684,6775655,3463947,1457658,5235496,6301488,4826027,1283295,192166
2017:Q2,Bottom50,1290737,5881138,2886209,1201090,152669,231002,402097,145679,862392,4590401,2324885,2041849,223667
2017:Q3,TopPt1,11909221,12015498,989022,447533,5456907,72001,174104,2917126,1958805,106277,49603,17256,39418
2017:Q3,RemainingTop1,17407020,18076386,2960612,335773,6907335,656100,902543,2885788,3428235,669366,466710,68123,134533
2017:Q3,Next9,37538208,40139213,8013257,1030317,8489300,8211270,4480115,3367373,6547580,2601005,2134666,270741,195598
2017:Q3,Next40,27193060,33557283,11431368,2198080,2779716,6827653,3567946,1464042,5288478,6364224,4864005,1302118,198101
2017:Q3,Bottom50,1346795,5991348,2951924,1204450,156138,233858,419934,150524,874520,4644553,2326540,2090964,227049
2017:Q4,TopPt1,12241711,12351342,1003069,433655,5733016,68620,169486,2984987,1958510,109632,49560,17932,42140
2017:Q4,RemainingTop1,17920468,18598185,2996150,336276,7329125,664054,914351,2893292,3464938,677717,474142,66497,137078
2017:Q4,Next9,38472087,41110466,8111858,1060674,8966119,8263517,4646978,3448408,6612912,2638379,2165961,275645,196773
2017:Q4,Next40,27725163,34170378,11630438,2219056,2890327,6881148,3689140,1478618,5381650,6445215,4898423,1332944,213848
2017:Q4,Bottom50,1404996,6109464,3005403,1217975,165385,236786,439842,155556,888517,4704468,2325964,2137733,240771
2018:Q1,TopPt1,12239369,12351126,1027592,430807,5655717,65306,161016,3027022,1983666,111757,49569,17384,44804
2018:Q1,RemainingTop1,18055850,18737324,3065011,335179,7379287,670806,893728,2883378,3509936,681474,479029,62471,139974
2018:Q1,Next9,38887162,41539552,8311647,1083304,8953360,8305891,4645687,3503654,6736009,2652391,2194125,265194,193072
2018:Q1,Next40,28147636,34611817,11901955,2243994,2867065,6927108,3656514,1484536,5530645,6464181,4919016,1318169,226996
2018:Q1,Bottom50,1497250,6211985,3063660,1235596,159760,239366,441769,160515,911319,4714735,2308139,2156665,249931
2018:Q2,TopPt1,12367791,12481803,1042827,423660,5707821,61930,154317,3104215,1987033,114012,49799,17577,46636
2018:Q2,RemainingTop1,18307120,18994617,3103507,334427,7569553,678324,888978,2894986,3524842,687497,484493,59927,143077
2018:Q2,Next9,39477098,42154803,8434655,1107412,9123017,8354731,4728912,3594515,6811561,2677705,2231959,264244,181502
2018:Q2,Next40,28426343,34954256,12040557,2265081,2892612,6978039,3701423,1501691,5574853,6527912,4957711,1331080,239121
2018:Q2,Bottom50,1577661,6323704,3141197,1250320,159548,242178,452925,165703,911832,4746043,2306404,2185366,254273
2018:Q3,TopPt1,12651902,12769192,1053801,415004,5950228,58482,149557,3153264,1988856,117289,50030,18110,49149
2018:Q3,RemainingTop1,18749496,19440525,3136014,333228,7964125,686801,896960,2887915,3535482,691028,490806,57704,142518
2018:Q3,Next9,40332114,43041092,8532425,1128641,9559516,8411631,4866703,3657220,6884956,2708978,2271331,266331,171316
2018:Q3,Next40,28832734,35435912,12207193,2279706,2989135,7035164,3808336,1509499,5606879,6603178,5002347,1354955,245876
2018:Q3,Bottom50,1609978,6416601,3190110,1261138,167382,245277,472002,170809,909883,4806623,2311690,2237479,257454
2018:Q4,TopPt1,11660764,11780028,1057035,397751,4940640,55316,133110,3149626,2046549,119264,50052,18744,50468
2018:Q4,RemainingTop1,17788250,18486381,3148190,334373,7033574,690700,810192,2847235,3622118,698131,496956,55744,145431
2018:Q4,Next9,38956322,41681532,8560240,1162932,8254916,8430421,4527180,3667044,7078800,2725210,2301909,270158,153143
2018:Q4,Next40,28404162,35076610,12373771,2301782,2617181,7063194,3457221,1500206,5763255,6672448,5032738,1382955,256755
2018:Q4,Bottom50,1588083,6430816,3247990,1274767,122151,247036,436081,175717,927074,4842733,2305722,2279441,257570
2019:Q1,TopPt1,12736903,12858563,1074068,415889,5837562,51585,131641,3232625,2115192,121660,49856,18120,53684
2019:Q1,RemainingTop1,19114784,19809714,3219938,329667,8129665,703383,855200,2859923,3711938,694931,503102,51779,140050
2019:Q1,Next9,41308480,44029414,8783640,1167664,9608173,8522430,4882296,3764238,7300973,2720934,2323713,259696,137525
2019:Q1,Next40,29548809,36219739,12576079,2329425,2958582,7147242,3749019,1518564,5940829,6670930,5049513,1367866,253551
2019:Q1,Bottom50,1696661,6536837,3226413,1297467,157601,251377,476734,181102,946143,4840176,2289585,2297020,253571
2019:Q2,TopPt1,13033474,13157484,1086204,415079,5991080,48156,125059,3377126,2114780,124011,49619,18356,56036
2019:Q2,RemainingTop1,19525118,20229713,3263487,327493,8438372,716970,860710,2909298,3713382,704595,513055,49617,141923
2019:Q2,Next9,42173258,44916968,8919049,1184775,9927053,8540141,5043817,3923336,7378797,2743710,2351570,261214,130926
2019:Q2,Next40,29979869,36723728,12707452,2348884,3021073,7266959,3851866,1556100,5971394,6743859,5089444,1388245,266170
2019:Q2,Bottom50,1744983,6642104,3284198,1312385,161604,261282,494580,186801,941254,4897121,2300877,2334689,261555
2019:Q3,TopPt1,12957790,13085185,1087751,386320,5885241,44722,116351,3426647,2138153,127395,49622,18743,59030
2019:Q3,RemainingTop1,19573658,20282243,3255233,330163,8476500,730047,849191,2899238,3741871,708586,520946,47253,140387
2019:Q3,Next9,42437890,45204885,8921545,1226728,9888006,8552257,5120125,3986985,7509239,2766995,2384461,262330,120204
2019:Q3,Next40,30249378,37059512,12835626,2366169,2987508,7383618,3872626,1563163,6050802,6810134,5130488,1409243,270403
2019:Q3,Bottom50,1874242,6831728,3443648,1321410,154469,271102,502634,192125,946339,4957486,2307960,2386590,262936
2019:Q4,TopPt1,13624543,13756083,1111523,383110,6420282,64474,125084,3431295,2220315,131540,50426,21195,59919
2019:Q4,RemainingTop1,20099542,20811415,3257376,330654,8882252,748874,912161,2929630,3750468,711873,507771,52340,151762
2019:Q4,Next9,43465560,46268322,9005267,1245021,10653135,8463942,5277990,3988261,7634705,2802762,2400549,282358,119855
2019:Q4,Next40,31317411,38202133,13070796,2384464,3233815,7594383,4074779,1596128,6247768,6884722,5180138,1437483,267101
2019:Q4,Bottom50,1956074,6945057,3442692,1326649,188236,291002,522682,189702,984094,4988982,2322576,2398814,267592
2020:Q1,TopPt1,12183779,12317173,1145805,382664,4690348,85090,116636,3464395,2432234,133394,51077,21959,60358
2020:Q1,RemainingTop1,18172495,18892870,3286332,330333,6885666,756177,827172,2977398,3829792,720376,494344,54915,171117
2020:Q1,Next9,40867921,43688850,9209432,1258756,8248730,8277538,4683447,4018008,7992939,2820928,2410080,283602,127246
2020:Q1,Next40,30956501,37862188,13378764,2399833,2627232,7732471,3559650,1638138,6526100,6905687,5218802,1409269,277616
2020:Q1,Bottom50,1952576,6941322,3513724,1330720,125173,307636,456044,187390,1020635,4988746,2328290,2378094,282362
2020:Q2,TopPt1,13652143,13788902,1179526,380040,5941675,105272,130397,3488882,2563110,136760,52298,23016,61446
2020:Q2,RemainingTop1,19652742,20364329,3311039,328867,8077922,771610,944271,3019925,3910695,711587,477157,57736,176694
2020:Q2,Next9,43435028,46273109,9421007,1265388,10025022,8158128,5162982,4038981,8201601,2838080,2433993,287416,116671
2020:Q2,Next40,32880252,39797946,13751762,2401435,3144601,7922507,4033207,1677465,6866969,6917694,5267231,1387412,263051
2020:Q2,Bottom50,2273260,7223914,3598913,1326658,188064,326691,508013,185037,1090538,4950654,2332012,2341811,276831
2020:Q3,TopPt1,14499346,14641295,1219410,395135,6601840,125710,138140,3612612,2548448,141949,53795,25046,63108
2020:Q3,RemainingTop1,20365693,21076806,3346673,332676,8641445,784942,1009832,3123258,3837981,711113,462662,62069,186382
2020:Q3,Next9,44766599,47677076,9667201,1304702,10971355,8019635,5382778,4159315,8172089,2910477,2474456,302151,133870
2020:Q3,Next40,34084510,41102239,14101773,2477433,3437824,8099683,4258403,1748627,6978496,7017729,5351854,1400805,265070
2020:Q3,Bottom50,2449066,7465156,3693644,1367668,225701,345215,529871,183001,1120055,5016089,2370004,2352636,293449
2020:Q4,TopPt1,16088911,16236555,1267773,407211,7877542,145656,151278,3714767,2672329,147644,55541,27421,64682
2020:Q4,RemainingTop1,21906920,22620264,3398341,335852,9860143,806172,1108292,3213425,3898039,713343,445055,66747,201541
2020:Q4,Next9,47435478,50432829,9969268,1339299,12782561,7947135,5730862,4257715,8405989,2997350,2517902,319523,159925
2020:Q4,Next40,35985687,43114211,14543007,2542096,3965199,8327040,4637913,1813062,7285895,7128524,5429917,1419924,278683
2020:Q4,Bottom50,2722746,7789290,3806445,1401784,289560,366041,571781,180831,1172848,5066544,2394931,2351238,320375
2021:Q1,TopPt1,17001028,17154018,1329936,429311,8546012,166164,159655,3808284,2714656,152990,57515,28940,66535
2021:Q1,RemainingTop1,22710722,23419381,3493640,336152,10437789,821306,1155774,3298366,3876354,708659,424759,69729,214171
2021:Q1,Next9,48857377,51925639,10414119,1358071,13743197,7821521,5796286,4347187,8445258,3068261,2564303,325767,178191
2021:Q1,Next40,37471138,44666399,15122749,2597132,4262943,8516337,4770251,1874886,7522101,7195261,5502367,1407493,285401
2021:Q1,Bottom50,2966563,8049465,3911515,1432147,327234,385203,584783,178592,1229990,5082902,2408283,2335290,339329
2021:Q2,TopPt1,18189118,18350441,1428330,472301,9312268,186625,169289,4049496,2732132,161323,60507,33201,67615
2021:Q2,RemainingTop1,23784563,24500781,3669214,343590,11120337,838398,1226718,3473252,3829272,716219,414915,78177,223127
2021:Q2,Next9,50925663,54150051,11136379,1418477,14841226,7711419,6017505,4583689,8441357,3224388,2673476,367612,183300
2021:Q2,Next40,39248743,46747839,16110814,2744584,4598037,8718337,5019350,1984073,7572643,7499096,5715346,1499439,284311
2021:Q2,Bottom50,3136395,8447503,4125742,1518218,368996,404980,610691,176544,1242332,5311108,2556122,2406757,348229
2021:Q3,TopPt1,18704651,18870212,1508102,499029,9390242,207541,172088,4301301,2791908,165561,61721,35228,68612
2021:Q3,RemainingTop1,24071186,24797094,3789413,349326,11082368,851438,1242865,3654115,3827568,725907,406861,83364,235682
2021:Q3,Next9,51741827,55034209,11676909,1466756,14976124,7565066,5982891,4829896,8536568,3292383,2716873,386327,189183
2021:Q3,Next40,40498534,48141168,16923176,2850740,4672256,8895309,5010711,2096592,7692384,7642634,5831128,1524234,287272
2021:Q3,Bottom50,3282918,8709546,4284512,1578220,380745,423701,604978,174303,1263087,5426629,2635997,2431034,359598
2021:Q4,TopPt1,19405743,19575691,1551706,523085,9782401,228093,182528,4456744,2851134,169948,63089,37703,69156
2021:Q4,RemainingTop1,24561551,25304361,3811013,356048,11376794,870144,1305838,3776494,3808031,742810,398314,89397,255099
2021:Q4,Next9,52799445,56167333,11918027,1519542,15550673,7466323,6125623,4979623,8607522,3367889,2765388,410181,192320
2021:Q4,Next40,41643631,49454406,17247141,2959930,4865414,9108210,5218583,2178559,7876568,7810774,5954407,1561193,295174
2021:Q4,Bottom50,3423879,8966578,4376149,1639474,405939,444056,627389,171868,1301703,5542700,2721095,2450055,371550
2022:Q1,TopPt1,19405833,19578029,1708247,555218,9343669,251673,182402,4586053,2950766,172196,63232,38930,70034
2022:Q1,RemainingTop1,24350937,25105099,4114747,362353,10802955,857229,1273166,3883102,3811547,754162,393009,93721,267432
2022:Q1,Next9,52963458,56350127,13054065,1569974,14957862,7090864,5794476,5102952,8779934,3386669,2773176,422195,191298
2022:Q1,Next40,43365091,51251975,19042251,3077008,4739536,9124297,4979182,2252355,8037346,7886884,6026755,1566392,293737
2022:Q1,Bottom50,3659092,9268634,4623123,1706498,394710,455881,595872,169366,1323184,5609542,2777094,2455745,376703
2022:Q2,TopPt1,18012221,18189192,1814078,558769,7592248,274277,174507,4784495,2990818,176971,65085,42054,69832
2022:Q2,RemainingTop1,22565989,23325088,4259718,367202,8850723,833205,1177327,4031293,3805621,759099,380861,100333,277905
2022:Q2,Next9,50431474,53886830,13726723,1609877,12497213,6755007,5186724,5294290,8816996,3455356,2832930,450648,171778
2022:Q2,Next40,43238262,51292902,20129046,3137795,4092665,9052920,4462239,2348142,8070095,8054640,6155792,1616334,282514
2022:Q2,Bottom50,3725449,9435713,4894040,1737045,325759,458595,529618,166781,1323875,5710263,2857630,2484773,367860
2022:Q3,TopPt1,17653206,17835777,1765549,571161,7179668,296124,176122,4763597,3083556,182571,67113,44988,70470
2022:Q3,RemainingTop1,21880303,22640137,4081618,371796,8309701,817542,1156062,4047628,3855789,759834,364819,106010,289005
2022:Q3,Next9,49005881,52537768,13326570,1648699,11921042,6491772,4924159,5268077,8957450,3531888,2890401,474039,167448
2022:Q3,Next40,42346303,50543652,19524885,3209470,3960804,9033373,4293863,2374564,8146693,8197349,6265477,1653138,278734
2022:Q3,Bottom50,3578000,9371433,4822972,1775199,314785,463567,506488,164286,1324136,5793432,2911601,2511230,370601
2022:Q4,TopPt1,18026679,18210888,1734845,580543,7561579,298431,181367,4633135,3220988,184209,68396,46664,69149
2022:Q4,RemainingTop1,22284350,23046295,4001841,373843,8714366,803560,1196935,3971710,3984041,761945,363176,108369,290400
2022:Q4,Next9,49443751,53011152,13056058,1659479,12471691,6367843,5102068,5140209,9213804,3567400,2935813,490063,141524
2022:Q4,Next40,42125539,50424037,19088415,3238794,4117144,8956340,4472704,2335055,8215585,8298498,6331748,1699097,267653
2022:Q4,Bottom50,3452139,9305112,4712504,1792973,331546,460411,528895,164739,1314044,5852973,2950928,2550037,352008
2023:Q1,TopPt1,18635618,18822569,1733504,585408,8099920,298917,185380,4520180,3399260,186951,70101,47215,69635
2023:Q1,RemainingTop1,22996419,23740664,3993488,377879,9283614,811084,1243243,3907243,4124113,744245,354230,108111,281904
2023:Q1,Next9,50682309,54286747,13031748,1680355,13245278,6431506,5353953,5030095,9513811,3604437,2980065,489479,134893
2023:Q1,Next40,42629840,50949163,19048549,3276877,4335823,9015943,4681903,2301770,8288298,8319323,6365331,1696720,257272
2023:Q1,Bottom50,3554191,9384433,4732324,1814800,355173,463227,553310,165310,1300289,5830242,2939339,2545192,345711
2023:Q2,TopPt1,19364206,19553630,1811920,598238,8605609,298504,189323,4604581,3445455,189424,71098,48419,69907
2023:Q2,RemainingTop1,23875633,24616930,4202693,380961,9815579,818803,1285755,3959465,4153673,741296,351533,109734,280029
2023:Q2,Next9,52458362,56109275,13673128,1697500,13965784,6498424,5578450,5114277,9581711,3650913,3012464,500399,138050
2023:Q2,Next40,44290667,52679464,20267403,3320781,4537228,9067515,4876057,2329601,8280879,8388798,6406113,1725334,257351
2023:Q2,Bottom50,3657772,9522933,4802629,1841516,377368,465527,576258,165458,1294178,5865161,2959531,2557821,347809
2023:Q3,TopPt1,18987806,19179316,1829386,596207,8225732,299602,179696,4588740,3459952,191510,72079,49131,70300
2023:Q3,RemainingTop1,23494070,24236180,4246150,381881,9416264,806255,1264475,3949333,4171823,742110,349810,110945,281355
2023:Q3,Next9,51952034,55655408,13803691,1702544,13425206,6388906,5659355,5098321,9577385,3703374,3047450,507886,148038
2023:Q3,Next40,44161860,52622406,20557057,3325558,4386368,8988174,4800970,2324135,8240145,8460547,6455079,1742294,263174
2023:Q3,Bottom50,3606462,9507996,4829834,1843925,360695,462066,560894,165383,1285199,5901535,2993409,2552741,355385
2023:Q4,TopPt1,19794978,19988315,1817374,608240,9035277,297004,196617,4405827,3627976,193337,72833,50159,70345
2023:Q4,RemainingTop1,24437522,25181343,4223261,381134,10266153,833877,1339300,3839036,4298582,743821,348857,112404,282560
2023:Q4,Next9,53492306,57232765,13738881,1699072,14574806,6630308,5803134,4917234,9869330,3740459,3074642,517969,147848
2023:Q4,Next40,44811120,53340112,20338358,3337279,4706291,9160932,5116598,2265924,8414730,8528992,6494835,1770337,263820
2023:Q4,Bottom50,3628532,9576350,4783837,1852458,396227,469568,606651,165472,1302137,5947817,3019531,2572828,355458
2024:Q1,TopPt1,20607928,20802005,1872138,618567,9808543,297455,203860,4345649,3655792,194077,73297,49527,71253
2024:Q1,RemainingTop1,25480581,26225288,4369838,383687,11078068,841947,1402647,3806253,4342848,744707,347766,111198,285743
2024:Q1,Next9,55425401,59186133,14189810,1712225,15673138,6698713,6107447,4859304,9945496,3760732,3088310,509824,162598
2024:Q1,Next40,46417151,54953047,21176773,3371428,5012040,9224119,5404483,2249333,8514871,8535896,6512448,1750323,273125
2024:Q1,Bottom50,3783089,9740164,4831937,1872969,430167,472544,641528,165998,1325021,5957076,3019545,2569921,367610
2024:Q2,TopPt1,20866484,21062437,1934432,621722,9916131,297759,205519,4374257,3712617,195953,74107,50193,71653
2024:Q2,RemainingTop1,25838143,26586220,4534798,385172,11192250,846932,1420708,3826100,4380260,748077,347087,112244,288746
2024:Q2,Next9,56307717,60111913,14693117,1719616,15828672,6740928,6205278,4888845,10035457,3804196,3117370,516265,170561
2024:Q2,Next40,47549958,56153089,22164208,3386853,5056350,9263424,5486982,2260334,8534938,8603131,6556484,1767279,279368
2024:Q2,Bottom50,3824129,9821266,4891419,1881905,434889,474398,651097,166352,1321206,5997137,3044862,2577489,374786
